0,1,2,3
0.067002328,0.065432259,0.067035845,0.042164248
0.067521026,0.067934796,0.068800461,0.031187529
0.070586581,0.06722984,0.066952901,0.037086735
0.067439488,0.064768081,0.060062826,0.050616218
0.060011061,0.058974681,0.060390924,0.034324217
0.06146373,0.060512232,0.057447888,0.032844008
0.056849519,0.063381491,0.057964081,0.032743114
0.066242448,0.06377377,0.065436088,0.027374079
0.065901275,0.06412122,0.067245558,0.017658023
0.066912779,0.064611672,0.066485092,0.017358158
0.067176276,0.067053461,0.067448506,0.031861761
0.065691564,0.065588388,0.067113789,0.02496948
0.068637958,0.06548784,0.067628217,0.025538994
0.066321268,0.065191222,0.062058331,0.045246558
0.062919404,0.060620462,0.061433752,0.032868403
0.062505704,0.059903915,0.063017039,0.014206562
0.062203154,0.06132025,0.063082776,0.015536422
0.064225734,0.062659498,0.0649171,0.021061674
0.065824886,0.062641483,0.06372265,0.030254725
0.063352844,0.060572561,0.064422084,0.015669027
0.063513489,0.064368541,0.06268394,0.028660048
0.068505494,0.072215502,0.070243596,0.031073084
0.072959632,0.071978096,0.0747133,0.022268907
0.075833071,0.074197422,0.07566333,0.034997376
0.075960242,0.076184648,0.076355411,0.036605971
0.078654297,0.075762205,0.075094635,0.039921314
0.074652482,0.072380848,0.075883926,0.019980407
0.075291485,0.073999956,0.077091318,0.017338668
0.077741783,0.079323712,0.078192383,0.034467443
0.082610193,0.082396023,0.083561821,0.055587116
0.084569402,0.104702395,0.086511769,0.094043855
0.101885996,0.104015035,0.103225693,0.067347455
0.104740981,0.101210854,0.103537614,0.049708957
0.103790988,0.103558658,0.105669007,0.036189621
0.107104877,0.106933451,0.106261673,0.03590427
0.106081071,0.106471627,0.106174317,0.051743512
0.107993502,0.116222303,0.110583578,0.064790338
0.118650275,0.117483068,0.110117386,0.072277859
0.113695177,0.116485824,0.111988182,0.136149918
0.116947554,0.116658013,0.114671504,0.055996165
0.119121337,0.123571829,0.120570518,0.055144892
0.123589065,0.120480526,0.123917391,0.037300932
0.123690917,0.12012721,0.115890808,0.055869309
0.117257972,0.118519973,0.116013312,0.05228325
0.122475852,0.123063921,0.122133069,0.068449047
0.126385973,0.149197834,0.129089176,0.085545722
0.152573221,0.153152177,0.148814373,0.082250015
0.151834369,0.149670132,0.133994776,0.067642279
0.138154527,0.147053919,0.14015924,0.041928704
0.1493629,0.149337065,0.140616755,0.064562967
0.146307072,0.14341756,0.146422678,0.03877925
0.146030128,0.152887818,0.149917939,0.051679549
0.154298114,0.161796402,0.15541341,0.065671092
0.166888775,0.165139077,0.166638627,0.057735237
0.167440947,0.161782717,0.161010944,0.045173428
0.162752064,0.158213111,0.162093627,0.033462862
0.160500033,0.170087033,0.163412346,0.05713098
0.173103998,0.187860071,0.175346555,0.08012656
0.191797016,0.198952649,0.190580283,0.110562162
0.194337435,0.193923137,0.192149452,0.073820384
0.194577473,0.205003984,0.198652015,0.073878545
0.209741884,0.208843395,0.212070096,0.081962824
0.210133554,0.204315368,0.197186968,0.086848031
0.20483156,0.203590582,0.20302598,0.091186356
0.204466068,0.214723519,0.204730447,0.116794238
0.216216742,0.215150849,0.212295104,0.093398972
0.209358511,0.205282727,0.169770787,0.147102843
0.180506819,0.179889659,0.172460138,0.078725892
0.179016385,0.186527107,0.180025089,0.059751637
0.190291561,0.194575584,0.192414608,0.055264995
0.198608041,0.219270259,0.20403116,0.105425347
0.22588404,0.222169264,0.206576536,0.110505239
0.208854118,0.211593532,0.206147699,0.073559814
0.215884438,0.21450301,0.216687452,0.056812887
0.218966014,0.213110555,0.208520276,0.06195675
0.202932147,0.204679855,0.206442561,0.042262184
0.211267652,0.208725251,0.212227601,0.036460422
0.214661363,0.20909728,0.213501907,0.041356578
0.212488724,0.206962443,0.201261217,0.055718143
0.196873849,0.196297195,0.194405554,0.063934562
0.201440281,0.194974147,0.192794914,0.036973671
0.193875814,0.18764878,0.187922845,0.044176682
0.19071227,0.200043599,0.195875014,0.02589003
0.204572497,0.208283257,0.208802638,0.036746087
0.210197068,0.206557317,0.213780299,0.027977903
0.212334517,0.208663386,0.215145196,0.040249128
0.213753999,0.244457202,0.217475418,0.092880322
0.249551468,0.282553297,0.254924424,0.172513636
0.276378863,0.276036647,0.277374121,0.081352235
0.28417221,0.292759793,0.286233819,0.075705225
0.297506587,0.29513818,0.292275338,0.073988518
0.291165623,0.294244836,0.276672922,0.098275306
0.280067113,0.290939448,0.281702496,0.093666368
0.299595255,0.294771597,0.287866519,0.113982358
0.287985629,0.289880618,0.287093259,0.084114637
0.297663512,0.306877619,0.300628109,0.087187097
0.315458178,0.342979505,0.321238187,0.105926972
0.347915437,0.371220883,0.346799455,0.15970267
0.343747255,0.353430249,0.351935651,0.10773841
0.358541597,0.352649603,0.347132995,0.096207392
0.362842958,0.377962231,0.372874417,0.113305949
0.387100466,0.38350063,0.384544941,0.099637376
0.38897084,0.38883472,0.396170317,0.081815867
0.39593221,0.45202489,0.401556668,0.162082513
0.446069266,0.477863582,0.456992873,0.193700111
0.458187005,0.455673678,0.392238867,0.202994634
0.445650417,0.472075628,0.423707385,0.160298739
0.477768505,0.514932966,0.481437782,0.182919726
0.528356883,0.575590296,0.53748386,0.212289158
0.575652543,0.606549552,0.543909509,0.221583681
0.601374736,0.596875544,0.5843567,0.144095994
0.591666526,0.59658926,0.528726665,0.198347373
0.559139173,0.544173265,0.430848057,0.328470698
0.509976142,0.513570117,0.470705817,0.182127416
0.477502862,0.529706592,0.466356706,0.165995311
0.538958867,0.568843362,0.545017339,0.148296904
0.569431455,0.561499561,0.506538888,0.161886916
0.531897792,0.536126883,0.524417555,0.132128647
0.519908654,0.515710959,0.493463612,0.116722056
0.514895335,0.528453647,0.512639968,0.108015522
0.529266106,0.533958949,0.531792205,0.130561378
0.517064826,0.508835547,0.480735553,0.157459784
0.503196016,0.489317855,0.419243564,0.183667846
0.418617602,0.463331692,0.395853984,0.18978203
0.461838349,0.455857039,0.44669607,0.10441161
0.445054901,0.448442157,0.439756139,0.105188663
0.448768042,0.480880731,0.458345417,0.138627377
0.450626543,0.443877681,0.436818691,0.139054842
0.452262746,0.439836475,0.410307539,0.147724077
0.419173207,0.43418468,0.423154867,0.196023742
0.490878723,0.547374333,0.463856037,0.312205282
0.487801295,0.484143665,0.475865102,0.154774648
0.487490448,0.474538504,0.46346573,0.118258642
0.467387103,0.481677577,0.466085667,0.14466324
0.477362673,0.504755239,0.489864525,0.148794118
0.510561788,0.531548023,0.523342961,0.143049089
0.546361832,0.551563289,0.542537553,0.16648558
0.538557756,0.545843904,0.547852725,0.135119067
0.557294976,0.590642244,0.572782649,0.172865911
0.577593727,0.56834872,0.559327066,0.155549131
0.570811169,0.684585128,0.571676584,0.261085404
0.702623588,0.716206886,0.702506993,0.233201835
0.705106216,0.698926674,0.676720717,0.21926005
0.676513444,0.72199093,0.682914741,0.200671004
0.730793934,0.727419005,0.726313793,0.187207337
0.723600824,0.714662771,0.723302666,0.168622423
0.716826134,0.740197164,0.736790161,0.171414691
0.744919519,0.728657006,0.720922736,0.187625047
0.727615799,0.751042281,0.733307548,0.188934642
0.755825627,0.794336447,0.774673004,0.200671004
0.808243038,0.792902655,0.809088971,0.114726242
0.798422677,0.851649984,0.808952937,0.147540005
0.869950096,0.875727823,0.870424926,0.161097027
0.87282096,0.890268651,0.889815994,0.113292447
0.898043195,0.875303146,0.76749836,0.230878204
0.83887484,0.81726175,0.697313001,0.272703559
0.740842031,0.763639593,0.730935118,0.146533312
0.75075566,0.767996549,0.730557018,0.121098183
0.712325934,0.720534515,0.682239572,1
0.705474998,0.720908499,0.704895747,0.097216527
0.702655918,0.693572056,0.666919077,0.119015393
0.681227218,0.741592273,0.699298654,0.119633917
0.758125294,0.747704635,0.733420934,0.100897156
0.736153148,0.789266575,0.753969834,0.118078747
0.777005564,0.776934878,0.744817185,0.115555487
0.741169328,0.736188078,0.72548053,0.10431407
0.746140019,0.7311129,0.736375294,0.062377789
0.746492207,0.769060825,0.767288648,0.087954552
0.785701411,0.787397493,0.779661695,0.104284583
0.807569989,0.83084667,0.825237434,0.110946077
0.852788425,0.872854375,0.85033457,0.129371817
0.871399475,0.879124961,0.866252585,0.126708074
0.897866099,0.877294143,0.877150437,0.122776818
0.884363067,0.937312572,0.888400654,0.137216549
0.953589388,0.935815099,0.944433055,0.08853972
0.918179441,0.917421594,0.872755883,0.15391357
0.857718918,0.850059505,0.839719079,0.134096113
0.872492947,0.884007142,0.856840515,0.13479744
0.904663534,0.907187866,0.84976161,0.123195911
0.895050881,0.901586625,0.897998612,0.104130755
0.90612679,0.912633817,0.929211092,0.107907993
0.905726393,0.890535384,0.888997438,0.112500645
0.891463195,0.882197132,0.856748012,0.125786173
0.837382689,0.844605316,0.843995247,0.126438872
0.846340317,0.868478567,0.828701958,0.167621242
0.809868512,0.800047174,0.798304945,0.160465462
0.792719858,0.833763829,0.812901594,0.127366458
0.85578317,0.858966832,0.863051746,0.09986011
0.87089122,0.859514541,0.875052575,0.100791711
0.868240795,0.888210762,0.88045275,0.129931932
0.901147373,0.910180716,0.916693334,0.120927475
0.925012638,0.917834121,0.926739836,0.152629522
0.920113759,0.909353985,0.940617344,0.141152479
0.921843087,0.917482063,0.942197248,0.132937827
0.929453473,0.918206569,0.922215719,0.135606996
0.897207928,0.897194478,0.914167223,0.109502459
0.91712402,0.909424928,0.924618591,0.137948778
0.920777509,0.902699639,0.920758613,0.154302602
0.907379905,0.894637337,0.88977011,0.183081892
0.873386578,0.886139326,0.893540673,0.116213728
0.909210226,0.896831526,0.927637218,0.097169773
0.905097976,0.934804728,0.926381883,0.130893472
0.933640394,0.926298896,0.949434982,0.096130813
0.939971916,0.93701735,0.955569004,0.112632721
0.937276431,0.978355012,0.963515143,0.165167693
1,1,0.990582636,0.186609154
0.990400651,0.98054138,1,0.139042109
0.996343364,0.977457618,0.963765739,0.205318265
0.961960942,0.955629409,0.967307031,0.153570233
0.947144571,0.929169971,0.82875593,0.244819989
0.867253609,0.865348161,0.858542776,0.15149584
0.883921616,0.861900889,0.903026716,0.1587442
