Date,Open,High,Low,Close,Adj Close,Volume
2021-03-18,72959.28125,74799.64063,67510.17188,72297.90625,72297.90625,69657744262
2021-03-19,72287.30469,74398.55469,70790.17969,73079.59375,73079.59375,61452845363
2021-03-20,73061.57031,75189.60938,72912.5625,73038.24219,73038.24219,63078420887
2021-03-21,73033.57813,73607.20313,70178.11719,72043.42188,72043.42188,65054919294
2021-03-22,72036.5,73010.11719,67985.22656,68277.85156,68277.85156,70772492024
2021-03-23,68255.96094,70318.27344,67118.07031,68917.97656,68917.97656,71053388158
2021-03-24,68882.14844,72027.77344,66078.15625,66392.34375,66392.34375,88776672481
2021-03-25,66332.5625,67127.57813,64011.23047,65160.42969,65160.42969,85697104132
2021-03-26,65133.77344,69541.9375,65003.76953,69541.9375,69541.9375,71452584699
2021-03-27,69542.25781,71346.66406,68413.86719,70596.59375,70596.59375,59614926392
2021-03-28,70598.39844,71385.88281,69229.89844,70416.69531,70416.69531,60015851041
2021-03-29,70413.11719,73440.74219,69597.10156,72713.5625,72713.5625,72556664754
2021-03-30,72713.48438,75013.95313,72061.38281,74365.91406,74365.91406,68681497760
2021-03-31,74381.79688,75561.99219,72744.52344,74029.625,74029.625,82324821486
2021-04-01,74039.34375,74954.75,73688.15625,74156.375,74156.375,77385550185
2021-04-02,74160.22656,75536.78125,73795.58594,74675.77344,74675.77344,73850284730
2021-04-03,74692.24219,75588.66406,72436.89063,72436.89063,72436.89063,74998990688
2021-04-04,72438.08594,74084.03906,71889.60938,73827.42188,73827.42188,63764617037
2021-04-05,73830.33594,74959.82813,72600.28125,73942.94531,73942.94531,76006802351
2021-04-06,74085.74219,74478.25,72337.8125,73156.52344,73156.52344,83044849885
2021-04-07,73149.17188,73900.92969,70230.66406,70708.53906,70708.53906,95430332736
2021-04-08,70772.84375,73292.41406,70487.04688,73273.84375,73273.84375,66652885189
2021-04-09,73277.11719,74058.05469,72805.53906,72978.65625,72978.65625,58457110099
2021-04-10,72989.64844,76777.21094,72720.17969,74918.53125,74918.53125,72970474029
2021-04-11,74984.92969,76168.13281,74287.74219,75463.91406,75463.91406,58009982597
2021-04-12,75427.53906,76935.64844,74704.84375,75243.42188,75243.42188,65111759443
2021-04-13,75239.10938,79895.72656,75245.15625,79598.40625,79598.40625,87720760870
2021-04-14,79623.85156,81445.67188,77085.6875,78995.98438,78995.98438,96948328929
2021-04-15,78952.79688,80052.28906,77726.05469,79437.875,79437.875,76477329164
2021-04-16,79368.23438,79831.46875,75262.20313,77018.32031,77018.32031,1.05E+11
2021-04-17,76964.70313,78268.40625,75503,75906.35938,75906.35938,82729666943
2021-04-18,75928.95313,76373.71875,66081.82813,70374.90625,70374.90625,1.22E+11
2021-04-19,70344.10938,71803.60938,68107.26563,69788.23438,69788.23438,81836928952
2021-04-20,null,null,null,null,null,null
2021-04-21,71509.30469,71556.75781,71132.07813,71477.75781,71477.75781,84956340224
