0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,0.0,0.06880130292681991,0.0,0.0,0.0,0.00925984376867347,0.0,0.0,0.009091036167405798,0.0,0.009871010064165478,0.009332128962498814
0.0,0.0006381446569940219,0.004015510141837403,0.00028147969493128033,0.07093421911106068,0.00013914561637735912,0.000508035923020669,0.0001027307785225022,0.00967747716832053,0.000878209188616523,0.00048378949972338256,0.009920026207890096,6.268413566619391e-05,0.010266195093221513,0.009761872538986851
0.0,0.0054933941084699955,0.009711294959427325,0.004139986881928515,0.10352279261563702,0.0012186882727943712,0.0016907839475900754,0.0010887529293311625,0.01565107866637088,0.0021672920072647074,0.0015738358485579314,0.01604657838698018,0.0009343748960928683,0.01640586263914781,0.017378181478563934
0.0,0.01057652171251075,0.01173594773943562,0.010723582233542833,0.07477510168636947,0.002388426550613205,0.0025138920710598683,0.0024519682393568283,0.011573653636777205,0.002637777805616654,0.0025817883744705533,0.011524468186863441,0.002475153302010095,0.01230694860501269,0.010557037873786009
0.0,0.013219936892199746,0.013055225902819462,0.012843944951160174,0.06922385764218922,0.0030127150715687067,0.002980083811566501,0.003025630398056433,0.010952259094833479,0.002947810341880533,0.002992812261716698,0.010749322831724781,0.0029857377247864726,0.011571891103027063,0.009416595157045614
0.0,0.01361618452723079,0.014221307480490136,0.013667648070967015,0.06976610561723195,0.0031072382816413214,0.0031662286567364587,0.0031731133833554047,0.01109530503973844,0.0032241148560735525,0.0032343482625657484,0.010984537404604266,0.003185971379114399,0.011776371186712091,0.009525472939924484
0.0,0.015992525939915125,0.015407219427505614,0.01629155649153355,0.07927471543529382,0.003679259829505224,0.003592513548806223,0.0037859901355994895,0.013068749711633328,0.003507306222319432,0.003696492322048897,0.012772814402631723,0.0038308498523603636,0.013893186598801423,0.011523413501932808
0.0,0.017530023983710646,0.015204027966965378,0.016095373673854163,0.06917413762194816,0.004054067432640763,0.0037516479968088285,0.003954551636443447,0.011473338799063862,0.0034586282181396956,0.003647413953845248,0.011002881554929084,0.003782263646300906,0.01197516001356894,0.00940663921153007
0.0,0.01714536337338629,0.034583605535410206,0.016633626382029976,0.15542791477271845,0.003959948807914738,0.006076651638869919,0.003972509689653472,0.02677698253423593,0.008392862624189298,0.006149538143793796,0.030138994101999644,0.003915709288409622,0.028244615221790042,0.033579852443047765
0.0,0.03560106188644202,0.04562102153215017,0.03195206315498442,0.1784823779495759,0.008736641183797899,0.010073231804351055,0.00839475985056182,0.03544739768529949,0.01146645723984517,0.009745658293201665,0.03733228364463363,0.007902374220934757,0.036487223736538815,0.04238018872788482
0.0,0.03411763662461101,0.039838513761298766,0.03482230307451123,0.10739337159227896,0.008333002107045571,0.009076186659264377,0.008581417969834096,0.021053236888471154,0.009832362884499658,0.009349238447248262,0.021665986617400896,0.008689953288531022,0.022346728521424414,0.01841376762993354
0.0,0.04194660298476033,0.042021809496065626,0.04176370411983915,0.09435486856411884,0.010502130372108212,0.010472787144495304,0.010664883562051405,0.019667369954207238,0.010443181985223926,0.010635929096340997,0.019381413569084096,0.010647592476474399,0.020704730617561604,0.015036229420051792
0.0,0.04428403488238025,0.04522064358206851,0.04217504095720742,0.11603511762985019,0.01116834327451839,0.011260714511836844,0.011064006476436284,0.024550789101187027,0.01135162297169217,0.011160724920511653,0.02433928691576195,0.010765950771904814,0.02549260499088232,0.020826262576972877
0.0,0.04084955492950654,0.038819484147854105,0.036534270226389665,0.11094050272023093,0.01019239875967941,0.009867325759078808,0.009765555774340812,0.022900932035748854,0.009549829545238534,0.009444056404605022,0.022204461392841237,0.0091658076214624,0.023390104605054498,0.019387237299025296
0.0,0.04053212767241851,0.04052224255222997,0.04006541388103732,0.10212867625581074,0.010103130248934217,0.010063026038756447,0.010219403240646342,0.021043671919761052,0.010022844913995247,0.010179683272479586,0.020719772768965767,0.010161711158140262,0.022113442667395258,0.017011993847878226
0.0,0.041922570637220574,0.048870129793956885,0.04227033815799924,0.12382875086021852,0.010495325097686125,0.011440202613493438,0.01073349375496235,0.02574158937007673,0.012407650765964687,0.011707123672452406,0.026619133409798126,0.010793409182113033,0.027208832848520475,0.023120889421806144
0.0,0.04864304496709715,0.057696319958261244,0.04689651724026364,0.1597488024733653,0.012433584384623273,0.013718543202218042,0.012396050180346764,0.03466839407397781,0.01504800472208797,0.013706212822390918,0.03616465201362988,0.012143353907720686,0.03611840787230257,0.035154083450201476
0.0,0.05958105324051888,0.05715643117032415,0.057111406545505894,0.12998263540102467,0.015739356773842937,0.01530632937063279,0.015626045343199037,0.03040457195113458,0.014882987682117314,0.015190553210285639,0.029495397747641563,0.015241987794788595,0.03149403924344382,0.025012406919114293
0.0,0.05829904193902136,0.05667617314090986,0.054434408172029075,0.11300985032347752,0.015342211007695552,0.015036684920090805,0.015008716883968348,0.02634140189664904,0.014736581113394227,0.014705685936784521,0.02567926337144939,0.014414244579113843,0.027020427180179513,0.019965934375997977
0.0,0.05330532038981611,0.05044566660345154,0.029994941012797455,0.1662552672399951,0.013819760650721545,0.013338648491970405,0.010535926139216514,0.03714876591855101,0.012870011204458475,0.010121152089319803,0.03591990116486653,0.007372695814337152,0.033498599024288464,0.0375899780975513
0.0,0.03540722955955858,0.039120849901700006,0.029660224301374438,0.14745131189593244,0.008683703944583373,0.009157178268603116,0.008053647329142544,0.02923087374190013,0.009633215723351445,0.008531090719993657,0.02954270544895243,0.007282704044254351,0.029597850906511642,0.030764784593144374
0.0,0.03370021763579492,0.037919716051455055,0.03365123577527507,0.09922789639157051,0.008220043499343762,0.008758585984641366,0.008363920063749877,0.01937645435975998,0.009301716649434966,0.008918730769796209,0.019730419248711883,0.008367071294092816,0.02044838989118913,0.01626162055082696
0.0,0.038353767027561936,0.04609066612445037,0.03928024141957531,0.11050320124926866,0.009494774546383441,0.010533181431604892,0.00979607997221733,0.02238700403558251,0.011601478722464479,0.010869342156219586,0.0233437513205219,0.009938589224365302,0.023779487080097746,0.019265962576672756
0.0,0.04786471161612102,0.055120746001736665,0.04889717020256537,0.14533965484924677,0.012205485603984422,0.013222486702788026,0.012573836383797918,0.031423476925092175,0.0142648932839127,0.013624218086308447,0.0324501761495585,0.01273746394691539,0.033332010214779106,0.030039321719855554
0.0,0.05640005733431486,0.05381250022693204,0.04909967675424792,0.11923814921047446,0.014758663709143484,0.014309533020073309,0.013893728793829992,0.027400261316254802,0.013871102764062906,0.01345692815394571,0.026534719976499612,0.012797946796877107,0.027476464861447027,0.02175566109101426
0.0,0.049375030219246524,0.05103820362549427,0.04906923459288387,0.07989032415493574,0.012648965392172652,0.01284771632960153,0.012827378611678982,0.01768788454019242,0.013044906149180014,0.013032541829628735,0.01765563958321257,0.012788850531066646,0.01857896287571594,0.011658549864050419
0.0,0.05018097215995587,0.0561368429549261,0.05091267658659546,0.0925906754521249,0.012887077418034002,0.013722447434894333,0.013223510896528005,0.020535273794733494,0.014572597771527522,0.014085029356973814,0.021118382913314887,0.013342278569676489,0.02173357578636505,0.014603467233368765
0.0,0.056030416941202865,0.05735990193184104,0.054973837388856694,0.09683086508615527,0.014645731438542411,0.014796236755016562,0.014739050110291634,0.022352823596513263,0.01494512483613782,0.014894772779243271,0.02223365882126161,0.01458014264249529,0.023348159660452773,0.015653344391744085
0.0,0.054965984214753044,0.0536781564571453,0.052655380027000875,0.08847463364531963,0.01432172110048526,0.014074292920095833,0.014219493689128282,0.020341084113195088,0.013830816440079371,0.013971656063129341,0.01986419687411488,0.013870322636085567,0.02105509651671213,0.01361625515663187
0.0,0.054898178662765806,0.053435583558892136,0.05018985908367621,0.07941315159596155,0.014301141350987595,0.014027290635500142,0.013832999472067179,0.018328673882943382,0.013758146639147983,0.013563726310635085,0.01787405351328881,0.013124648466025304,0.018626757733641735,0.011553741227197321
0.0,0.05039254264811863,0.04834378710338913,0.038844639091264704,0.08878398880098609,0.012949753437441367,0.012598096965963057,0.011457872452336051,0.01974519213322544,0.012254056941267608,0.01112919154764317,0.019162297518468513,0.009815217867422229,0.019056129154685478,0.013689359352516736
0.0,0.04214630034884098,0.04324221511370205,0.042380635844100845,0.05833127300671006,0.01055871392053027,0.010674071258764005,0.010781825846391688,0.012259967334703572,0.010787872506136349,0.01090134228148425,0.012207076177371594,0.010825207381111271,0.012944001577882652,0.007345091720067495
0.0,0.04496495139600759,0.04451359315958392,0.044698210824467816,0.05155419378413057,0.011364025664532212,0.011256217667628665,0.011528353823066866,0.011150534101565223,0.011149444767709921,0.011419047756930867,0.01095253964161954,0.011497726091477829,0.011711741183221522,0.006167410501512072
0.0,0.045510256805660426,0.04423792309559327,0.03769224886687508,0.06700907625249203,0.011521259214263594,0.011294078530611778,0.010592032211617322,0.014456772535840325,0.011070830541205834,0.010376117776106798,0.014098511709058813,0.009490260593266055,0.0142540507373877,0.008977557908459279
0.0,0.03675218272366032,0.03744169242985426,0.03619087676365998,0.06291884046167456,0.009052233364298017,0.009111941157665329,0.009139255306303731,0.012582669740445711,0.009170417305776463,0.009201890107834405,0.012477830391180719,0.009069993383742612,0.013205091246432044,0.008190686354083897
0.0,0.03906257823029799,0.03726182260086744,0.0349120118592072,0.056086026616700695,0.009691910825494894,0.009403309765557819,0.009285884085762384,0.011463408987133666,0.009121105063293358,0.009000588281550738,0.01110775842764378,0.008714775376073122,0.011621987735334335,0.00694548116815078
0.0,0.03522755915176112,0.039766314458825,0.036014694593060365,0.06599643016184295,0.00863468695294022,0.009220444968702253,0.008900141003524195,0.013017316738403109,0.009812291479993823,0.00950548943768436,0.013361352204893158,0.009020905904371955,0.013832264168199701,0.00877985421668222
